work_year,salary,salary_in_usd,job_title,job_category,salary_currency,employee_residence,experience_level,employment_type,work_setting,company_location,company_size
2021.0,176004.0,57027.0,Statistician  (Remote),Data Science,JPY,UK,EX,FT,Hybrid,US,L
2022.0,176821.0,89092.0,Data Engineer  ,Data Science,INR,JP,EX,FT,Hybrid,JP,S
2022.0,38727.0,35725.0,Machine Learning Engineer  (Remote),Analysis,EUR,JP,SE,FL,Hybrid,IN,S
2022.0,47332.0,94105.0,Data Engineer  in office,Data Science,GBP,UK,SE,CT,Hybrid,US,L
2020.0,171906.0,186295.0,Machine Learning Engineer  (Remote),Engineering,EUR,MX,MI,PT,Remote,IN,L
2020.0,181397.0,122305.0,Statistician  in office,Analysis,EUR,CN,EX,FL,In-person,JP,L
2021.0,170285.0,188456.0,Data Analyst  (Remote),Engineering,INR,DE,MI,FL,Hybrid,DE,M
2021.0,-143741.0,92993.0,Data Analyst  ,Data Science,EUR,IN,SE,CT,Remote,CN,S
2020.0,162475.0,127681.0,Machine Learning Engineer  in office,Analysis,us dolars,JP,EX,FL,Hybrid,JP,S
2021.0,86971.0,138033.0,Data Analyst  in office,Engineering,GBP,DE,SE,PT,Hybrid,IN,S
2020.0,103042.0,60027.0,Statistician  in office,Engineering,GBP,CN,EX,CT,Remote,UK,L
2022.0,125195.0,173839.0,Data Analyst  ,Analysis,us dolars,IN,MI,PT,Remote,UK,S
2021.0,-168663.0,117017.0,Statistician  ,Data Science,EUR,JP,SE,PT,Hybrid,DE,S
2021.0,157144.0,48354.0,Data Engineer  in office,Analysis,EUR,US,EN,FL,In-person,MX,M
2020.0,42996.0,78777.0,Statistician  in office,Data Science,EUR,JP,EN,PT,Remote,CN,L
2021.0,82485.0,182973.0,Data Scientist  ,Data Science,GBP,IN,MI,FL,In-person,IN,S
2021.0,77830.0,79966.0,Data Scientist  ,ML/AI,INR,MX,EX,FL,Hybrid,DE,L
2022.0,64370.0,46515.0,Data Scientist  ,Engineering,INR,DE,EN,CT,Hybrid,US,L
2021.0,87572.0,185878.0,Machine Learning Engineer  ,Engineering,INR,MX,MI,CT,Hybrid,JP,L
2022.0,59098.0,128698.0,Machine Learning Engineer  ,Engineering,EUR,US,SE,CT,Hybrid,MX,S
2020.0,32196.0,33573.0,Machine Learning Engineer  ,Analysis,INR,IN,SE,FL,Hybrid,US,L
2021.0,172163.0,135410.0,Statistician  (Remote),Analysis,us dolars,CN,MI,PT,Hybrid,UK,L
2022.0,79262.0,73915.0,Machine Learning Engineer  ,ML/AI,JPY,MX,EX,PT,In-person,JP,S
2020.0,167095.0,35060.0,Data Engineer  ,Data Science,INR,IN,EX,CT,Remote,US,M
2021.0,50543.0,159471.0,Data Scientist  in office,Engineering,JPY,JP,EX,CT,Hybrid,UK,M
2020.0,132171.0,85421.0,Statistician  in office,Data Science,EUR,CN,EX,FL,Remote,CN,S
2021.0,100540.0,75610.0,Data Scientist  (Remote),Analysis,INR,UK,MI,FT,In-person,US,M
2020.0,171035.0,40933.0,Machine Learning Engineer  ,Analysis,GBP,UK,MI,FT,Hybrid,JP,L
2020.0,174868.0,102168.0,Statistician  in office,Analysis,EUR,MX,SE,FL,Hybrid,US,S
2022.0,70972.0,73898.0,Data Analyst  in office,Data Science,us dolars,US,SE,FT,Remote,MX,L
2020.0,102613.0,35589.0,Data Engineer  (Remote),ML/AI,us dolars,IN,EX,FT,Remote,MX,L
2021.0,125384.0,41612.0,Machine Learning Engineer  ,ML/AI,JPY,DE,EN,FT,Remote,JP,S
2021.0,108062.0,77611.0,Machine Learning Engineer  in office,Analysis,JPY,US,EN,CT,Hybrid,US,L
2022.0,33261.0,48888.0,Data Engineer  ,Engineering,GBP,CN,SE,PT,Remote,DE,S
2021.0,47046.0,49417.0,Data Engineer  (Remote),Data Science,EUR,MX,SE,PT,Remote,CN,S
2021.0,43397.0,75440.0,Data Analyst  (Remote),Analysis,us dolars,US,MI,CT,In-person,US,M
2021.0,120805.0,196816.0,Machine Learning Engineer  ,Data Science,INR,MX,SE,CT,Hybrid,US,L
2020.0,55757.0,41891.0,Machine Learning Engineer  (Remote),Data Science,us dolars,JP,SE,CT,Hybrid,MX,L
2020.0,176371.0,102131.0,Data Scientist  in office,ML/AI,us dolars,CN,EX,FT,Hybrid,MX,S
2021.0,162974.0,92093.0,Statistician  (Remote),Analysis,GBP,DE,EN,FL,Remote,DE,M
2022.0,148859.0,58557.0,Statistician  (Remote),ML/AI,JPY,IN,EN,FL,In-person,MX,L
2020.0,72399.0,141129.0,Data Scientist  ,Analysis,GBP,CN,MI,FT,Remote,UK,L
2022.0,78330.0,113817.0,Statistician  in office,Data Science,EUR,IN,SE,FT,Hybrid,JP,S
2021.0,-164918.0,32192.0,Data Engineer  ,Data Science,EUR,IN,SE,CT,Remote,IN,S
2021.0,173431.0,64946.0,Statistician  ,Data Science,us dolars,US,EX,CT,Hybrid,UK,M
2020.0,98056.0,79884.0,Statistician  ,Analysis,INR,JP,MI,PT,Remote,JP,M
2021.0,70832.0,76360.0,Data Scientist  (Remote),Engineering,us dolars,US,SE,CT,Remote,US,M
2020.0,181170.0,93252.0,Data Analyst  (Remote),ML/AI,EUR,UK,SE,FT,Hybrid,UK,L
2021.0,147095.0,158651.0,Statistician  ,ML/AI,GBP,UK,EX,PT,Remote,US,M
2021.0,134987.0,71472.0,Statistician  (Remote),Data Science,GBP,IN,MI,CT,Hybrid,UK,M
2020.0,-118672.0,65455.0,Data Analyst  (Remote),Data Science,EUR,JP,SE,PT,Remote,UK,S
2020.0,65885.0,58672.0,Data Scientist  ,Engineering,GBP,CN,EN,PT,Remote,IN,S
2020.0,51157.0,33756.0,Data Analyst  in office,ML/AI,GBP,IN,EN,CT,Remote,DE,L
2021.0,49674.0,136927.0,Data Scientist  in office,Analysis,GBP,CN,EX,FL,Hybrid,UK,S
2021.0,-62357.0,100030.0,Data Engineer  (Remote),Data Science,EUR,IN,SE,FT,Remote,MX,S
2022.0,42578.0,88151.0,Data Scientist  in office,ML/AI,us dolars,US,EN,FT,Remote,US,S
2020.0,-158457.0,64047.0,Data Engineer  in office,Data Science,EUR,IN,SE,PT,In-person,IN,S
2021.0,163323.0,163293.0,Data Engineer  (Remote),ML/AI,INR,IN,SE,FL,In-person,UK,S
2021.0,198501.0,35164.0,Data Scientist  in office,Engineering,EUR,JP,EN,FL,Hybrid,MX,S
2020.0,186571.0,63622.0,Machine Learning Engineer  (Remote),Analysis,JPY,JP,EX,CT,Hybrid,DE,S
2022.0,167493.0,65980.0,Data Scientist  ,Analysis,EUR,MX,SE,CT,Hybrid,US,M
2020.0,185663.0,149528.0,Statistician  in office,Data Science,EUR,CN,SE,FT,Hybrid,IN,S
2022.0,133229.0,114688.0,Statistician  ,Data Science,EUR,JP,EN,CT,Remote,JP,S
2021.0,173274.0,184684.0,Machine Learning Engineer  ,ML/AI,JPY,IN,MI,CT,Remote,CN,M
2022.0,153981.0,108066.0,Data Engineer  (Remote),Data Science,INR,JP,EN,PT,Hybrid,DE,L
2021.0,180362.0,149947.0,Machine Learning Engineer  in office,Engineering,JPY,JP,EN,FL,Hybrid,MX,L
2020.0,179202.0,118660.0,Statistician  in office,Analysis,EUR,DE,EN,FL,In-person,JP,L
2020.0,67077.0,138115.0,Machine Learning Engineer  in office,Analysis,JPY,DE,EN,CT,Hybrid,JP,L
2020.0,145136.0,63043.0,Data Scientist  in office,Data Science,EUR,UK,EN,CT,In-person,IN,M
2022.0,180468.0,151886.0,Machine Learning Engineer  (Remote),ML/AI,INR,US,EX,CT,Hybrid,IN,L
2021.0,90530.0,107831.0,Data Engineer  ,Data Science,EUR,MX,SE,FT,Hybrid,IN,S
2020.0,148179.0,96250.0,Data Scientist  in office,Data Science,EUR,MX,SE,FT,Remote,MX,S
2020.0,57122.0,199894.0,Data Analyst  in office,Engineering,INR,US,SE,PT,Hybrid,MX,L
2021.0,59381.0,96345.0,Statistician  (Remote),Analysis,GBP,JP,EX,FT,In-person,JP,M
2020.0,135614.0,115898.0,Statistician  in office,Engineering,JPY,UK,MI,FL,Remote,CN,S
2021.0,184339.0,161108.0,Machine Learning Engineer  in office,Analysis,JPY,UK,EN,FT,In-person,US,S
2021.0,143271.0,193474.0,Data Scientist  ,Engineering,EUR,CN,MI,FL,Hybrid,IN,M
2021.0,168160.0,120034.0,Data Analyst  in office,Data Science,INR,MX,SE,FT,Remote,DE,M
2021.0,127354.0,123923.0,Data Scientist  in office,Engineering,us dolars,DE,MI,FT,In-person,IN,S
2021.0,157728.0,40273.0,Statistician  ,Engineering,us dolars,UK,EN,PT,Hybrid,CN,S
2022.0,42822.0,186102.0,Data Scientist  in office,Data Science,us dolars,IN,SE,CT,In-person,IN,L
2020.0,197661.0,157419.0,Data Analyst  ,Analysis,GBP,CN,EN,CT,Hybrid,CN,M
2022.0,162508.0,82460.0,Machine Learning Engineer  (Remote),Analysis,INR,MX,EN,CT,In-person,IN,S
2020.0,141201.0,140803.0,Data Engineer  ,Data Science,us dolars,JP,EX,PT,Hybrid,JP,S
2022.0,57281.0,106939.0,Data Scientist  ,Engineering,GBP,IN,SE,FL,In-person,CN,M
2021.0,118017.0,180111.0,Data Engineer  in office,Engineering,JPY,US,SE,FT,Remote,US,M
2020.0,126005.0,44017.0,Statistician  in office,Engineering,EUR,MX,EN,PT,Hybrid,IN,S
2020.0,114403.0,112901.0,Machine Learning Engineer  in office,ML/AI,INR,DE,MI,FL,Hybrid,JP,M
2022.0,136023.0,143000.0,Machine Learning Engineer  in office,Data Science,EUR,IN,SE,PT,In-person,DE,S
2022.0,52766.0,69215.0,Data Scientist  ,Engineering,JPY,JP,MI,PT,Hybrid,US,S
2020.0,182285.0,42583.0,Machine Learning Engineer  (Remote),Analysis,INR,IN,MI,FL,Remote,JP,L
2022.0,123891.0,193991.0,Data Scientist  in office,Engineering,INR,IN,SE,CT,In-person,CN,L
2022.0,92239.0,77025.0,Data Scientist  ,Data Science,INR,UK,MI,FT,In-person,UK,M
2022.0,183609.0,87943.0,Data Engineer  (Remote),Data Science,INR,DE,SE,CT,In-person,DE,M
2021.0,163866.0,170586.0,Machine Learning Engineer  (Remote),Analysis,GBP,US,EX,PT,Remote,DE,S
2021.0,193396.0,199488.0,Data Scientist  (Remote),Analysis,GBP,JP,SE,FL,Remote,UK,L
2022.0,86764.0,31511.0,Data Engineer  ,Data Science,EUR,CN,SE,PT,Hybrid,JP,M
2022.0,60858.0,179714.0,Data Analyst  in office,ML/AI,INR,CN,SE,CT,In-person,JP,S
2021.0,72850.0,112151.0,Data Engineer  ,Data Science,JPY,JP,EX,CT,Remote,MX,L
2021.0,174090.0,54225.0,Data Engineer  in office,Engineering,us dolars,US,MI,CT,Hybrid,CN,S
2020.0,157171.0,181918.0,Data Scientist  (Remote),ML/AI,EUR,JP,EX,FT,Remote,DE,L
2020.0,113017.0,59152.0,Statistician  (Remote),Data Science,us dolars,UK,MI,CT,Remote,MX,S
2021.0,80790.0,136053.0,Statistician  ,ML/AI,us dolars,CN,SE,FT,Remote,JP,L
2022.0,111120.0,96107.0,Statistician  (Remote),ML/AI,INR,MX,SE,FT,Hybrid,UK,S
2022.0,39850.0,154387.0,Data Engineer  ,ML/AI,JPY,CN,EX,CT,Remote,MX,S
2022.0,136759.0,187260.0,Data Scientist  in office,Analysis,us dolars,MX,EX,FL,Remote,JP,M
2022.0,95696.0,90910.0,Machine Learning Engineer  (Remote),Data Science,us dolars,IN,EX,PT,Remote,DE,L
2020.0,186904.0,72530.0,Data Engineer  in office,Analysis,EUR,UK,EX,PT,In-person,JP,L
2021.0,117826.0,108753.0,Data Engineer  (Remote),Analysis,JPY,CN,SE,FT,Remote,US,M
2022.0,185958.0,71999.0,Data Scientist  in office,Engineering,JPY,UK,SE,FT,In-person,UK,M
2020.0,169490.0,36609.0,Data Analyst  (Remote),Engineering,us dolars,UK,EN,FT,Remote,UK,S
2022.0,153152.0,79322.0,Data Engineer  in office,ML/AI,JPY,US,EX,PT,In-person,IN,L
2021.0,37081.0,35151.0,Data Analyst  (Remote),ML/AI,EUR,CN,EX,FT,Remote,JP,S
2020.0,132716.0,36406.0,Data Analyst  ,Engineering,EUR,MX,MI,FL,In-person,CN,S
2021.0,171186.0,92678.0,Statistician  in office,Engineering,EUR,DE,MI,FL,In-person,UK,S
2021.0,48722.0,77062.0,Data Scientist  in office,Data Science,INR,MX,SE,FT,In-person,JP,M
2020.0,117508.0,194028.0,Data Analyst  ,ML/AI,us dolars,US,EN,PT,Remote,US,L
2020.0,159752.0,141377.0,Data Scientist  ,ML/AI,JPY,US,EX,CT,Hybrid,MX,M
2020.0,47985.0,83830.0,Statistician  ,Engineering,EUR,UK,EN,PT,In-person,DE,M
2020.0,166960.0,43133.0,Data Scientist  (Remote),Data Science,us dolars,DE,EN,CT,In-person,DE,L
2020.0,150234.0,42209.0,Data Engineer  ,Data Science,EUR,US,SE,CT,In-person,IN,S
2020.0,113845.0,139828.0,Data Analyst  (Remote),Engineering,INR,DE,EN,FT,In-person,IN,M
2020.0,153446.0,104681.0,Data Scientist  (Remote),Data Science,EUR,CN,SE,FL,In-person,CN,S
2022.0,180371.0,84345.0,Machine Learning Engineer  ,ML/AI,JPY,UK,SE,FT,Hybrid,UK,M
2021.0,136747.0,72585.0,Data Scientist  ,Data Science,EUR,US,EN,CT,Remote,CN,L
2020.0,52036.0,64638.0,Data Analyst  (Remote),Analysis,EUR,DE,SE,FT,Hybrid,UK,L
2022.0,59346.0,50645.0,Statistician  in office,ML/AI,us dolars,JP,SE,CT,Remote,UK,S
2022.0,143507.0,48408.0,Statistician  in office,Engineering,JPY,MX,MI,FT,Hybrid,US,L
2022.0,144673.0,42521.0,Data Analyst  ,Data Science,EUR,US,SE,FL,Remote,IN,S
2021.0,56691.0,117414.0,Data Engineer  in office,ML/AI,EUR,US,EN,FL,In-person,IN,L
2020.0,135578.0,158432.0,Data Engineer  (Remote),Engineering,GBP,US,MI,PT,Remote,DE,L
2022.0,47986.0,153520.0,Statistician  in office,Analysis,us dolars,DE,EX,CT,Remote,IN,L
2021.0,188918.0,68221.0,Statistician  (Remote),Data Science,JPY,IN,EX,CT,In-person,IN,M
2021.0,79665.0,130131.0,Data Analyst  ,ML/AI,INR,CN,EX,FT,In-person,US,S
2021.0,143408.0,182158.0,Data Engineer  ,Analysis,INR,MX,EX,PT,Remote,CN,S
2022.0,103728.0,46923.0,Statistician  in office,Engineering,GBP,US,EX,FL,Remote,UK,M
2020.0,80054.0,111761.0,Data Engineer  ,Engineering,EUR,JP,EN,FT,In-person,CN,M
2022.0,199559.0,37202.0,Statistician  ,ML/AI,EUR,JP,SE,PT,Hybrid,MX,S
2022.0,-170484.0,125675.0,Data Scientist  (Remote),Data Science,EUR,UK,SE,FL,In-person,MX,S
2020.0,111499.0,198278.0,Machine Learning Engineer  (Remote),Data Science,INR,IN,SE,FT,Remote,US,L
2020.0,129159.0,180957.0,Data Scientist  (Remote),ML/AI,EUR,IN,SE,FL,Remote,JP,L
2020.0,96553.0,140443.0,Statistician  (Remote),Analysis,INR,DE,EN,CT,Remote,DE,S
2021.0,35279.0,41218.0,Machine Learning Engineer  ,ML/AI,GBP,UK,EN,PT,In-person,DE,L
2020.0,37712.0,75692.0,Machine Learning Engineer  (Remote),ML/AI,us dolars,MX,EN,FL,In-person,DE,S
2022.0,45817.0,127148.0,Statistician  (Remote),Analysis,JPY,DE,MI,PT,Hybrid,CN,M
2020.0,123616.0,36716.0,Statistician  (Remote),Engineering,GBP,UK,EN,FT,Remote,UK,S
2022.0,167696.0,46088.0,Data Engineer  in office,Analysis,INR,CN,SE,PT,Remote,UK,S
2021.0,190198.0,61001.0,Statistician  (Remote),Data Science,GBP,IN,MI,FT,In-person,UK,L
2022.0,110667.0,183656.0,Data Analyst  ,Engineering,JPY,MX,EN,PT,Remote,DE,S
2022.0,198534.0,161022.0,Statistician  ,ML/AI,us dolars,CN,EN,FT,Hybrid,DE,S
2020.0,56093.0,34286.0,Data Analyst  (Remote),Engineering,JPY,MX,EN,FT,In-person,CN,S
2020.0,141030.0,165811.0,Statistician  in office,Engineering,INR,DE,SE,FT,Remote,CN,M
2022.0,147385.0,60158.0,Data Engineer  in office,Data Science,JPY,UK,EN,FL,In-person,MX,L
2020.0,193597.0,130393.0,Data Analyst  in office,Engineering,GBP,IN,SE,CT,In-person,DE,L
2021.0,59030.0,35605.0,Data Scientist  in office,Engineering,EUR,IN,MI,PT,Hybrid,JP,S
2021.0,74067.0,86492.0,Data Analyst  (Remote),Engineering,GBP,MX,EN,CT,In-person,JP,S
2020.0,166279.0,33321.0,Data Engineer  (Remote),ML/AI,INR,MX,EX,CT,Remote,MX,M
2021.0,106433.0,42170.0,Data Analyst  ,Engineering,us dolars,MX,EX,CT,Hybrid,CN,L
2020.0,56639.0,86045.0,Statistician  ,Analysis,JPY,US,SE,CT,In-person,DE,L
2022.0,163864.0,170005.0,Statistician  in office,Engineering,us dolars,DE,EN,PT,Remote,UK,S
2022.0,30420.0,170978.0,Data Engineer  in office,Data Science,INR,US,EN,PT,In-person,UK,M
2021.0,49198.0,140540.0,Machine Learning Engineer  ,Engineering,JPY,MX,EX,CT,In-person,JP,M
2020.0,196680.0,184886.0,Statistician  ,Engineering,GBP,MX,MI,PT,Hybrid,JP,S
2020.0,112951.0,131101.0,Data Scientist  in office,ML/AI,GBP,IN,MI,PT,Hybrid,DE,S
2021.0,47875.0,30818.0,Data Engineer  ,Analysis,INR,DE,SE,FT,Hybrid,DE,S
2022.0,100511.0,38434.0,Data Analyst  in office,Engineering,JPY,DE,EX,PT,Hybrid,UK,S
2021.0,121997.0,151494.0,Data Analyst  (Remote),Analysis,GBP,CN,SE,FL,Remote,CN,S
2022.0,51331.0,60571.0,Data Scientist  in office,Data Science,INR,JP,SE,CT,In-person,IN,M
2020.0,46893.0,70694.0,Statistician  (Remote),ML/AI,INR,UK,MI,PT,Hybrid,CN,M
2022.0,48243.0,124426.0,Data Engineer  (Remote),Analysis,us dolars,JP,EX,CT,Remote,MX,S
2021.0,45535.0,148792.0,Data Scientist  (Remote),ML/AI,GBP,JP,SE,PT,Hybrid,UK,S
2020.0,97394.0,75485.0,Statistician  ,Engineering,JPY,MX,MI,CT,In-person,CN,L
2021.0,186561.0,173141.0,Data Engineer  ,Data Science,GBP,IN,MI,FL,Hybrid,UK,M
2021.0,109214.0,87198.0,Data Analyst  in office,ML/AI,GBP,CN,EN,PT,In-person,DE,M
2022.0,150295.0,128316.0,Data Engineer  (Remote),Engineering,GBP,UK,EX,PT,In-person,IN,S
2021.0,130369.0,199734.0,Machine Learning Engineer  in office,Analysis,INR,MX,EX,FL,Remote,IN,M
2022.0,142695.0,118970.0,Data Engineer  (Remote),Data Science,EUR,MX,EN,PT,Hybrid,MX,M
2020.0,43346.0,102928.0,Machine Learning Engineer  (Remote),Data Science,EUR,JP,SE,CT,Hybrid,DE,M
2022.0,167845.0,177174.0,Data Engineer  in office,Data Science,EUR,JP,SE,FL,In-person,US,S
2020.0,152580.0,194529.0,Machine Learning Engineer  in office,Analysis,GBP,DE,MI,FT,Hybrid,DE,M
2022.0,105324.0,117798.0,Data Analyst  in office,Data Science,EUR,IN,MI,CT,In-person,JP,S
2021.0,193415.0,82290.0,Statistician  in office,ML/AI,us dolars,JP,EN,PT,Remote,CN,M
2022.0,132746.0,152664.0,Machine Learning Engineer  ,Data Science,INR,UK,MI,CT,Hybrid,IN,M
2022.0,104783.0,173004.0,Machine Learning Engineer  (Remote),Analysis,GBP,US,SE,FL,In-person,MX,L
2020.0,197044.0,41766.0,Data Analyst  (Remote),ML/AI,JPY,MX,SE,PT,Hybrid,DE,M
2021.0,46959.0,118247.0,Machine Learning Engineer  ,Engineering,INR,US,EN,PT,Hybrid,UK,L
2022.0,119343.0,43292.0,Data Scientist  (Remote),Data Science,us dolars,IN,SE,FL,Remote,UK,L
2021.0,195205.0,102944.0,Data Analyst  ,Data Science,EUR,US,SE,FT,In-person,CN,S
2022.0,81150.0,136446.0,Data Scientist  (Remote),Engineering,JPY,DE,EX,PT,Remote,UK,M
2022.0,51734.0,64533.0,Data Analyst  ,Data Science,INR,DE,MI,PT,Remote,MX,S
2021.0,-47400.0,110773.0,Machine Learning Engineer  ,Data Science,EUR,UK,SE,PT,Remote,DE,S
2022.0,181074.0,154433.0,Data Scientist  (Remote),ML/AI,JPY,CN,EX,FT,In-person,US,M
2021.0,128329.0,166850.0,Machine Learning Engineer  (Remote),Analysis,JPY,IN,SE,CT,In-person,MX,L
2022.0,154438.0,65059.0,Data Analyst  (Remote),Engineering,INR,IN,EN,FT,Hybrid,JP,S
2020.0,197564.0,152418.0,Machine Learning Engineer  in office,Data Science,JPY,MX,MI,CT,In-person,UK,M
2021.0,127753.0,165938.0,Data Scientist  (Remote),ML/AI,INR,US,MI,PT,Remote,DE,S
2022.0,138863.0,103965.0,Data Scientist  (Remote),Engineering,GBP,JP,EX,CT,In-person,US,M
2022.0,191947.0,90661.0,Machine Learning Engineer  (Remote),Engineering,JPY,JP,EX,CT,Hybrid,IN,L
2020.0,186118.0,73352.0,Data Engineer  in office,Data Science,INR,CN,EN,CT,Remote,MX,S
2021.0,184736.0,140051.0,Data Analyst  (Remote),Engineering,GBP,MX,MI,CT,Hybrid,MX,M
2022.0,185525.0,118373.0,Data Analyst  ,Data Science,JPY,JP,SE,PT,In-person,MX,M
2020.0,34746.0,64075.0,Machine Learning Engineer  ,ML/AI,GBP,CN,SE,FL,Hybrid,MX,S
2022.0,153765.0,121931.0,Data Engineer  in office,ML/AI,JPY,MX,EX,FT,Hybrid,IN,M
2021.0,174289.0,54104.0,Data Scientist  in office,Engineering,us dolars,UK,EN,CT,In-person,CN,S
2022.0,93184.0,95827.0,Statistician  in office,Data Science,us dolars,IN,EX,PT,Hybrid,JP,M
2022.0,118898.0,99222.0,Statistician  in office,Analysis,INR,US,EN,PT,In-person,DE,S
2022.0,71835.0,162714.0,Machine Learning Engineer  in office,ML/AI,EUR,UK,SE,PT,Remote,DE,L
2022.0,39133.0,127013.0,Data Engineer  (Remote),Data Science,us dolars,DE,EN,PT,Hybrid,UK,S
2020.0,131345.0,92845.0,Data Engineer  ,Data Science,EUR,DE,SE,CT,Remote,US,M
2020.0,70533.0,38769.0,Data Analyst  ,Data Science,GBP,DE,EN,FT,In-person,JP,L
2021.0,166476.0,125369.0,Data Scientist  (Remote),Engineering,GBP,CN,EX,PT,In-person,US,L
2020.0,194411.0,80375.0,Data Engineer  in office,Analysis,EUR,CN,SE,FT,Hybrid,MX,S
2020.0,58725.0,193150.0,Statistician  (Remote),Engineering,INR,MX,MI,FT,Hybrid,MX,S
2021.0,157240.0,42268.0,Data Scientist  in office,ML/AI,JPY,IN,MI,FT,In-person,MX,S
2020.0,31236.0,171916.0,Data Scientist  ,Engineering,EUR,DE,SE,FL,In-person,JP,L
2020.0,97916.0,104174.0,Machine Learning Engineer  ,Data Science,EUR,CN,SE,PT,Remote,DE,S
2021.0,135481.0,132677.0,Data Engineer  in office,Engineering,EUR,MX,SE,PT,Remote,DE,S
2021.0,158357.0,172305.0,Machine Learning Engineer  (Remote),Data Science,EUR,CN,EX,PT,Hybrid,JP,M
2021.0,44538.0,60496.0,Data Engineer  in office,Analysis,EUR,JP,EX,FT,Hybrid,US,L
2022.0,173043.0,178878.0,Data Analyst  in office,Engineering,INR,CN,EN,PT,Hybrid,CN,S
2022.0,129821.0,108807.0,Machine Learning Engineer  ,Engineering,us dolars,DE,MI,PT,Hybrid,IN,M
2021.0,68655.0,49465.0,Machine Learning Engineer  in office,Engineering,JPY,UK,MI,FT,Hybrid,IN,S
2021.0,90784.0,169322.0,Statistician  (Remote),Data Science,us dolars,DE,MI,PT,Hybrid,MX,L
2021.0,152547.0,90503.0,Machine Learning Engineer  in office,Data Science,EUR,MX,SE,CT,Hybrid,UK,L
2022.0,148177.0,51310.0,Data Engineer  ,Engineering,us dolars,MX,EX,FL,Hybrid,UK,S
2022.0,198482.0,160301.0,Statistician  (Remote),Data Science,EUR,MX,SE,CT,Remote,CN,S
2020.0,120982.0,123518.0,Machine Learning Engineer  (Remote),Data Science,EUR,JP,SE,CT,In-person,US,S
2020.0,-182775.0,62206.0,Machine Learning Engineer  ,Data Science,EUR,DE,SE,CT,In-person,CN,S
2021.0,74191.0,39764.0,Data Analyst  ,ML/AI,JPY,US,EN,FT,Hybrid,DE,S
2022.0,84112.0,173914.0,Machine Learning Engineer  in office,Analysis,INR,JP,MI,PT,In-person,US,M
2022.0,41399.0,164048.0,Data Scientist  ,Analysis,GBP,IN,MI,CT,Hybrid,JP,M
2022.0,134365.0,168498.0,Statistician  ,Analysis,INR,DE,EX,CT,Remote,MX,L
2021.0,42685.0,183959.0,Data Scientist  ,Data Science,EUR,CN,EN,PT,Hybrid,IN,M
2020.0,117777.0,56710.0,Statistician  ,Analysis,GBP,UK,MI,FT,Remote,UK,M
2021.0,34487.0,71387.0,Data Analyst  (Remote),Analysis,JPY,DE,EN,CT,Remote,US,L
2020.0,42018.0,167558.0,Machine Learning Engineer  (Remote),Engineering,GBP,UK,EN,PT,Remote,US,S
2020.0,191897.0,142418.0,Machine Learning Engineer  (Remote),Data Science,JPY,MX,EX,PT,Hybrid,JP,L
2021.0,-168822.0,52623.0,Machine Learning Engineer  ,Data Science,EUR,MX,SE,FL,Remote,MX,S
2020.0,113220.0,53806.0,Statistician  in office,ML/AI,JPY,US,EN,CT,Hybrid,MX,M
2020.0,73118.0,167045.0,Machine Learning Engineer  in office,Analysis,INR,IN,EX,CT,Remote,DE,M
2022.0,89615.0,144162.0,Data Scientist  in office,ML/AI,us dolars,CN,MI,FL,Remote,MX,S
2020.0,109946.0,190229.0,Machine Learning Engineer  in office,ML/AI,INR,JP,MI,PT,In-person,DE,M
2021.0,151869.0,35521.0,Data Analyst  (Remote),ML/AI,INR,JP,EX,PT,Hybrid,MX,S
2021.0,45105.0,42891.0,Data Scientist  in office,Analysis,GBP,IN,EN,CT,In-person,MX,S
2020.0,179985.0,112331.0,Machine Learning Engineer  (Remote),ML/AI,EUR,US,MI,CT,Remote,IN,S
2022.0,131564.0,52474.0,Machine Learning Engineer  in office,Analysis,us dolars,US,SE,FL,In-person,CN,L
2022.0,77342.0,187579.0,Data Engineer  in office,Engineering,JPY,MX,EN,CT,Remote,CN,M
2020.0,142016.0,40687.0,Statistician  (Remote),Engineering,GBP,DE,EN,CT,In-person,UK,M
2020.0,90506.0,128550.0,Data Scientist  (Remote),ML/AI,EUR,US,SE,FT,In-person,DE,S
2021.0,54967.0,172081.0,Data Engineer  in office,Data Science,EUR,DE,SE,FL,Hybrid,DE,S
2020.0,66023.0,118762.0,Data Analyst  ,Analysis,INR,UK,EN,PT,Hybrid,DE,S
2022.0,84288.0,118484.0,Statistician  in office,Engineering,EUR,IN,SE,CT,In-person,CN,M
2020.0,-154939.0,130475.0,Data Scientist  in office,Data Science,EUR,UK,SE,PT,In-person,US,S
2021.0,131541.0,74291.0,Machine Learning Engineer  in office,Analysis,EUR,UK,EX,CT,Hybrid,MX,M
2021.0,56622.0,78296.0,Data Scientist  (Remote),Data Science,EUR,UK,SE,FT,Remote,MX,S
2021.0,75201.0,70225.0,Machine Learning Engineer  in office,Data Science,EUR,UK,SE,FL,Remote,DE,S
2021.0,46350.0,64828.0,Statistician  ,Engineering,GBP,JP,MI,FL,Remote,CN,M
2021.0,-84820.0,197174.0,Machine Learning Engineer  in office,Data Science,EUR,US,SE,PT,Remote,JP,S
2020.0,78709.0,63712.0,Data Analyst  ,Analysis,us dolars,IN,EX,FT,In-person,CN,S
2020.0,118232.0,56823.0,Machine Learning Engineer  ,Data Science,GBP,IN,SE,PT,Remote,IN,S
